LoanStatus,LenderYield,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),Occupation,EmploymentStatus,IsBorrowerHomeowner,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,IncomeRange,TotalProsperLoans,OnTimeProsperPayments,BorrowerState
Current,0.1059,6.0,8.0,13,Nurse (RN),Employed,True,0.0,0.0,0.0,"$100,000+",1.0,12.0,FL
Completed,0.34,2.0,6.0,2,Police Officer/Correction Officer,Retired,True,7.0,2666.0,2.0,"$25,000-49,999",2.0,46.0,MI
Completed,0.082,6.0,9.0,1,Tradesman - Electrician,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,21.0,OH
Completed,0.1802,4.0,5.0,15,Retail Management,Employed,True,0.0,0.0,0.0,"$25,000-49,999",2.0,31.0,MN
Current,0.1149,6.0,8.0,3,Construction,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,4.0,AK
Completed,0.1729,1.0,4.0,6,Laborer,Full-time,True,2.0,951.0,3.0,"$50,000-74,999",1.0,6.0,OH
Current,0.0999,6.0,7.0,1,Retail Management,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,NC
Current,0.1039,6.0,11.0,13,Other,Employed,False,0.0,0.0,3.0,"$75,000-99,999",3.0,70.0,CA
Chargedoff,0.3204,2.0,1.0,14,Other,Self-employed,False,0.0,0.0,12.0,"$100,000+",1.0,18.0,SD
Current,0.2226,4.0,3.0,6,Other,Not employed,False,2.0,4465.0,15.0,Not employed,1.0,9.0,WA
Chargedoff,0.32,1.0,2.0,1,Sales - Commission,Full-time,False,5.0,3913.0,16.0,"$25,000-49,999",2.0,60.0,AL
Current,0.14,5.0,10.0,1,Teacher,Employed,True,0.0,0.0,7.0,"$50,000-74,999",2.0,26.0,OH
Completed,0.2475,3.0,7.0,7,Other,Full-time,True,0.0,0.0,8.0,"$25,000-49,999",1.0,35.0,OK
Completed,0.1884,4.0,5.0,1,Sales - Commission,Employed,True,0.0,0.0,0.0,"$50,000-74,999",3.0,34.0,MI
Completed,0.0874,6.0,9.0,3,Police Officer/Correction Officer,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,10.0,VA
Current,0.0864,6.0,8.0,2,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,7.0,CT
Chargedoff,0.317,1.0,5.0,3,Other,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,22.0,GA
Current,0.0989,6.0,8.0,2,Other,Employed,False,1.0,0.0,0.0,"$75,000-99,999",2.0,11.0,TX
Current,0.1485,5.0,7.0,18,Professional,Employed,True,0.0,0.0,1.0,"$50,000-74,999",1.0,9.0,WI
Current,0.0849,6.0,10.0,7,Professional,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,18.0,CA
Completed,0.104,6.0,8.0,1,Analyst,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,14.0,TX
Completed,0.2599,3.0,5.0,1,Skilled Labor,Employed,True,0.0,0.0,0.0,"$50,000-74,999",3.0,18.0,MI
Completed,0.264,3.0,6.0,1,Other,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,20.0,CA
Completed,0.1499,5.0,8.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",3.0,49.0,TX
Current,0.1981,4.0,5.0,7,Professional,Employed,True,0.0,0.0,3.0,"$25,000-49,999",1.0,9.0,CT
Current,0.2099,3.0,7.0,2,Construction,Full-time,True,0.0,0.0,1.0,"$100,000+",1.0,31.0,WA
Past Due (61-90 days),0.1123,6.0,8.0,7,Administrative Assistant,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,11.0,IL
Completed,0.2999,2.0,6.0,1,Nurse (LPN),Full-time,False,0.0,0.0,0.0,"$25,000-49,999",3.0,63.0,CA
Completed,0.1149,6.0,7.0,1,Professional,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",3.0,66.0,MD
Completed,0.2187,3.0,2.0,1,Computer Programmer,Employed,True,3.0,17998.0,17.0,"$75,000-99,999",2.0,41.0,CT
Completed,0.2999,2.0,5.0,1,Other,Full-time,True,0.0,0.0,3.0,"$25,000-49,999",2.0,27.0,MI
Current,0.2172,3.0,2.0,6,Waiter/Waitress,Part-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,19.0,VA
Current,0.2374,2.0,4.0,1,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,17.0,SC
Current,0.1255,5.0,8.0,1,Professional,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,11.0,NY
Chargedoff,0.2532,3.0,5.0,1,Nurse's Aide,Employed,False,0.0,0.0,1.0,"$25,000-49,999",1.0,27.0,OH
Current,0.0989,6.0,8.0,1,Doctor,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,22.0,OH
Defaulted,0.2999,2.0,4.0,1,Food Service,Employed,True,3.0,17530.0,10.0,"$50,000-74,999",1.0,9.0,WI
Completed,0.2759,2.0,4.0,1,Professional,Employed,True,0.0,0.0,27.0,"$75,000-99,999",1.0,9.0,MA
Completed,0.2079,4.0,9.0,1,Attorney,Employed,False,0.0,0.0,1.0,"$50,000-74,999",2.0,34.0,FL
Current,0.1634,4.0,5.0,1,Accountant/CPA,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",3.0,81.0,WI
FinalPaymentInProgress,0.2299,3.0,5.0,3,Truck Driver,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,PA
Current,0.2246,3.0,2.0,1,Administrative Assistant,Employed,False,0.0,0.0,13.0,"$25,000-49,999",2.0,43.0,CA
Chargedoff,0.1745,5.0,6.0,1,Other,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,6.0,MD
Completed,0.08,6.0,9.0,7,Professional,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,8.0,IN
Current,0.2299,3.0,5.0,7,Analyst,Employed,True,2.0,0.0,0.0,"$50,000-74,999",1.0,3.0,MN
Current,0.1314,5.0,6.0,7,Accountant/CPA,Employed,True,1.0,0.0,12.0,"$50,000-74,999",1.0,10.0,OH
Completed,0.2799,2.0,4.0,1,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,10.0,OH
Current,0.1369,5.0,5.0,2,Other,Not employed,True,0.0,0.0,0.0,Not employed,1.0,2.0,MO
Completed,0.1745,5.0,8.0,1,Postal Service,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",2.0,39.0,NC
Completed,0.1349,5.0,5.0,7,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,WI
Current,0.1149,6.0,7.0,8,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,13.0,FL
Current,0.2686,2.0,2.0,1,Clerical,Employed,True,1.0,0.0,0.0,"$50,000-74,999",1.0,10.0,TX
Chargedoff,0.34,1.0,1.0,1,Other,Full-time,True,0.0,0.0,10.0,"$25,000-49,999",1.0,35.0,MO
Completed,0.2999,2.0,3.0,3,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,32.0,CA
Completed,0.3284,1.0,4.0,3,Truck Driver,Full-time,False,0.0,0.0,0.0,"$75,000-99,999",1.0,35.0,GA
Current,0.1669,5.0,6.0,1,Administrative Assistant,Employed,True,4.0,662.0,0.0,"$50,000-74,999",2.0,26.0,MD
Completed,0.2999,2.0,7.0,6,Executive,Employed,False,1.0,822.0,42.0,"$75,000-99,999",2.0,48.0,IL
Completed,0.1799,4.0,6.0,1,Sales - Retail,Employed,True,0.0,0.0,6.0,"$75,000-99,999",3.0,58.0,CA
Current,0.212,4.0,4.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$75,000-99,999",3.0,84.0,OH
Current,0.2999,2.0,2.0,3,Other,Self-employed,False,0.0,0.0,0.0,"$100,000+",1.0,34.0,CA
Completed,0.1199,6.0,7.0,1,Other,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,35.0,CT
Current,0.2187,3.0,6.0,1,Other,Full-time,True,0.0,0.0,9.0,"$75,000-99,999",2.0,43.0,IL
Current,0.1149,6.0,10.0,15,Construction,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,7.0,CA
Current,0.2259,3.0,3.0,1,Tradesman - Mechanic,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,KY
Current,0.1199,6.0,8.0,1,Professional,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,18.0,RI
Current,0.1628,6.0,5.0,7,Tradesman - Electrician,Employed,True,0.0,0.0,0.0,"$75,000-99,999",3.0,44.0,VA
Current,0.2466,3.0,6.0,1,Teacher,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,22.0,CA
Completed,0.18,3.0,6.0,1,Other,Self-employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,41.0,OH
Current,0.3077,1.0,1.0,1,Other,Self-employed,True,2.0,2883.0,3.0,"$50,000-74,999",1.0,33.0,NY
Current,0.2636,3.0,5.0,1,Other,Employed,True,0.0,0.0,0.0,"$75,000-99,999",3.0,85.0,GA
Current,0.1285,6.0,8.0,1,Accountant/CPA,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",3.0,32.0,GA
Current,0.1905,5.0,6.0,1,Other,Employed,False,0.0,0.0,15.0,"$50,000-74,999",2.0,55.0,CA
Completed,0.2538,3.0,7.0,2,Laborer,Full-time,False,2.0,0.0,6.0,"$25,000-49,999",2.0,58.0,MN
Current,0.306,2.0,1.0,1,Other,Other,False,2.0,261.0,6.0,"$25,000-49,999",1.0,12.0,FL
Current,0.1799,4.0,6.0,2,Other,Other,True,1.0,133.0,3.0,"$25,000-49,999",2.0,41.0,GA
Completed,0.098,6.0,9.0,1,Computer Programmer,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,NY
Completed,0.16,3.0,8.0,1,Postal Service,Full-time,True,0.0,0.0,15.0,"$50,000-74,999",1.0,33.0,MT
Current,0.1199,6.0,9.0,1,Other,Other,True,0.0,0.0,0.0,"$25,000-49,999",1.0,12.0,CO
Current,0.2187,3.0,4.0,2,Other,Full-time,True,1.0,174.0,0.0,"$25,000-49,999",1.0,35.0,OH
Past Due (1-15 days),0.251,3.0,2.0,1,Police Officer/Correction Officer,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,13.0,SC
Completed,0.2498,2.0,8.0,7,Clerical,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,15.0,OR
Current,0.0769,7.0,10.0,1,Clerical,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,13.0,WV
Completed,0.2539,2.0,6.0,15,Skilled Labor,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,23.0,AL
Completed,0.105,6.0,9.0,2,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",2.0,32.0,OR
Current,0.0709,7.0,10.0,3,Food Service,Self-employed,True,0.0,0.0,2.0,"$75,000-99,999",1.0,10.0,FL
Current,0.1365,5.0,7.0,1,Professional,Employed,True,0.0,0.0,4.0,"$100,000+",1.0,12.0,CA
Chargedoff,0.1911,2.0,6.0,2,Professional,Full-time,False,0.0,0.0,6.0,"$25,000-49,999",1.0,12.0,OK
Completed,0.09,6.0,8.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,GA
Completed,0.0949,6.0,10.0,1,Professional,Employed,True,5.0,298.0,0.0,"$100,000+",7.0,76.0,MO
Current,0.2105,4.0,3.0,1,Administrative Assistant,Employed,True,1.0,3258.0,41.0,"$1-24,999",1.0,30.0,OH
Completed,0.2099,3.0,7.0,1,Other,Full-time,True,1.0,88.0,9.0,"$50,000-74,999",1.0,34.0,MN
Current,0.1246,6.0,7.0,1,Sales - Retail,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,27.0,MI
Completed,0.2187,3.0,5.0,1,Nurse's Aide,Employed,False,4.0,1882.0,9.0,"$25,000-49,999",1.0,28.0,NJ
Current,0.2193,4.0,5.0,1,Civil Service,Employed,True,1.0,42.0,1.0,"$100,000+",1.0,33.0,NJ
Current,0.182,4.0,7.0,1,Teacher,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,10.0,AL
Current,0.1499,5.0,8.0,12,Analyst,Employed,True,0.0,0.0,2.0,"$75,000-99,999",2.0,50.0,TX
Completed,0.1981,4.0,4.0,1,Other,Not employed,False,0.0,0.0,0.0,Not employed,1.0,1.0,MI
Defaulted,0.251,3.0,5.0,6,Analyst,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,NE
Current,0.1029,6.0,8.0,3,Professional,Full-time,True,0.0,0.0,3.0,"$75,000-99,999",1.0,15.0,CA
Completed,0.2899,2.0,1.0,2,Computer Programmer,Self-employed,True,1.0,0.0,5.0,"$100,000+",1.0,32.0,ID
Current,0.1579,5.0,4.0,1,Tradesman - Electrician,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,8.0,NC
Past Due (91-120 days),0.306,2.0,1.0,6,Professional,Employed,True,3.0,2970.0,1.0,"$50,000-74,999",2.0,48.0,UT
Current,0.2636,3.0,8.0,20,Other,Employed,False,0.0,0.0,0.0,"$75,000-99,999",3.0,90.0,CA
Completed,0.0929,6.0,8.0,7,Analyst,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",3.0,68.0,GA
Current,0.1103,6.0,9.0,1,Skilled Labor,Employed,False,1.0,107.0,0.0,"$100,000+",1.0,21.0,MI
Current,0.2187,3.0,6.0,7,Other,Other,False,0.0,0.0,0.0,"$25,000-49,999",1.0,21.0,TX
Chargedoff,0.2999,2.0,3.0,2,Professional,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,8.0,MN
Current,0.2059,4.0,3.0,1,Nurse's Aide,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,21.0,FL
Current,0.1459,5.0,6.0,8,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,57.0,FL
Current,0.2474,3.0,4.0,1,Sales - Retail,Self-employed,False,0.0,0.0,0.0,"$1-24,999",2.0,44.0,NC
Current,0.1249,5.0,8.0,1,Retail Management,Employed,True,0.0,0.0,11.0,"$100,000+",4.0,107.0,MN
Completed,0.34,2.0,8.0,5,Military Enlisted,Full-time,False,2.0,1822.0,39.0,"$25,000-49,999",1.0,8.0,WA
Defaulted,0.2193,4.0,5.0,2,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,49.0,TX
Current,0.2246,3.0,2.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,10.0,NE
Current,0.3023,2.0,2.0,6,Sales - Commission,Employed,True,3.0,21323.0,1.0,"$75,000-99,999",2.0,55.0,OH
Completed,0.1599,4.0,8.0,7,Analyst,Full-time,True,1.0,0.0,8.0,"$50,000-74,999",2.0,25.0,NE
Current,0.1039,6.0,9.0,2,Other,Employed,False,0.0,0.0,6.0,"$75,000-99,999",1.0,15.0,WA
Completed,0.263,3.0,8.0,3,Other,Self-employed,False,0.0,0.0,8.0,"$1-24,999",1.0,18.0,OR
Current,0.2997,2.0,4.0,3,Other,Self-employed,False,0.0,0.0,5.0,"$50,000-74,999",1.0,17.0,NJ
Current,0.0989,6.0,8.0,15,Professional,Employed,True,1.0,403.0,11.0,"$75,000-99,999",1.0,35.0,TX
Completed,0.2675,3.0,5.0,7,Other,Retired,False,0.0,0.0,2.0,"$1-24,999",2.0,37.0,OH
Current,0.2686,2.0,4.0,2,Professional,Employed,False,0.0,1358.0,7.0,"$25,000-49,999",1.0,16.0,SD
Current,0.2474,3.0,5.0,7,Scientist,Employed,False,4.0,12023.0,29.0,"$75,000-99,999",1.0,18.0,NY
Current,0.1775,4.0,8.0,1,Analyst,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",4.0,101.0,NY
Completed,0.1349,5.0,5.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,6.0,TX
Completed,0.15,4.0,8.0,2,Other,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,19.0,IN
Current,0.1999,4.0,2.0,2,Professor,Employed,True,0.0,0.0,3.0,"$75,000-99,999",1.0,9.0,FL
Chargedoff,0.1409,5.0,5.0,1,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,6.0,IL
Current,0.2749,2.0,2.0,2,Other,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,16.0,IL
Current,0.0679,7.0,10.0,1,Administrative Assistant,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,11.0,WA
Current,0.2899,2.0,1.0,1,Accountant/CPA,Full-time,True,1.0,2279.0,0.0,"$50,000-74,999",3.0,19.0,IN
Past Due (31-60 days),0.2906,2.0,1.0,18,Executive,Employed,True,0.0,0.0,1.0,"$100,000+",1.0,4.0,WI
Current,0.2816,2.0,5.0,2,Professional,Employed,True,1.0,0.0,11.0,"$100,000+",1.0,9.0,MA
Completed,0.1799,4.0,7.0,2,Architect,Full-time,False,4.0,2557.0,16.0,"$25,000-49,999",2.0,48.0,NY
Current,0.0949,6.0,9.0,2,Investor,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,20.0,NV
Current,0.1199,6.0,6.0,20,Skilled Labor,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,CA
Current,0.184,4.0,3.0,13,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,18.0,TN
Completed,0.2099,3.0,7.0,3,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,11.0,FL
Current,0.1285,6.0,9.0,1,Other,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,17.0,NY
Completed,0.2193,4.0,4.0,1,Other,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,20.0,PA
Completed,0.1572,3.0,7.0,1,Professional,Employed,False,0.0,0.0,29.0,"$100,000+",1.0,6.0,NY
Completed,0.2187,3.0,5.0,14,Analyst,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,31.0,NY
Current,0.1103,6.0,7.0,1,Other,Self-employed,True,0.0,0.0,0.0,"$100,000+",1.0,16.0,CA
Completed,0.1365,6.0,8.0,1,Other,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,8.0,MO
Current,0.251,3.0,7.0,1,Retail Management,Employed,False,2.0,1132.0,15.0,"$100,000+",1.0,12.0,WA
Completed,0.0465,7.0,10.0,2,Professional,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,1.0,CA
Current,0.2532,3.0,4.0,1,Accountant/CPA,Self-employed,False,1.0,25.0,0.0,"$25,000-49,999",3.0,58.0,WA
Defaulted,0.2899,2.0,3.0,2,Analyst,Employed,True,4.0,20533.0,31.0,"$50,000-74,999",2.0,44.0,CO
Current,0.1909,5.0,6.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,34.0,GA
Chargedoff,0.1349,5.0,6.0,1,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,MO
Current,0.1285,6.0,10.0,3,Teacher,Full-time,False,1.0,0.0,20.0,"$25,000-49,999",2.0,41.0,TN
Current,0.1149,6.0,8.0,1,Doctor,Employed,False,0.0,0.0,9.0,"$50,000-74,999",2.0,44.0,FL
Current,0.1945,4.0,3.0,1,Other,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,13.0,MI
Current,0.1839,4.0,9.0,1,Professional,Employed,True,2.0,1466.0,2.0,"$100,000+",2.0,45.0,VA
Chargedoff,0.2329,3.0,5.0,7,Retail Management,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,TX
Completed,0.1808,3.0,6.0,1,Tradesman - Electrician,Employed,True,0.0,0.0,0.0,"$25,000-49,999",2.0,7.0,TN
Current,0.0864,6.0,9.0,1,Psychologist,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,MN
Completed,0.1365,6.0,8.0,7,Administrative Assistant,Employed,False,1.0,52.0,1.0,"$75,000-99,999",3.0,83.0,CA
Completed,0.1029,6.0,8.0,2,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,4.0,MO
Current,0.2999,2.0,6.0,7,Computer Programmer,Employed,False,0.0,0.0,1.0,"$100,000+",1.0,34.0,NJ
Current,0.1499,5.0,8.0,1,Other,Other,False,0.0,0.0,6.0,"$1-24,999",2.0,20.0,CA
Current,0.1319,5.0,10.0,15,Executive,Employed,True,6.0,29795.0,17.0,"$100,000+",2.0,25.0,CA
Past Due (1-15 days),0.134,5.0,9.0,1,Skilled Labor,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,1.0,MN
Current,0.2605,3.0,5.0,17,Laborer,Employed,True,0.0,0.0,1.0,"$25,000-49,999",1.0,9.0,WA
Chargedoff,0.3025,1.0,2.0,7,Other,Retired,True,8.0,9087.0,12.0,"$25,000-49,999",1.0,33.0,CT
Current,0.2605,3.0,5.0,2,Teacher,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,23.0,OH
Completed,0.2995,1.0,5.0,3,Other,Self-employed,False,1.0,1105.0,1.0,"$50,000-74,999",1.0,24.0,MN
Current,0.1419,5.0,6.0,2,Police Officer/Correction Officer,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,34.0,CT
Current,0.1119,6.0,9.0,2,Professional,Employed,True,3.0,3724.0,19.0,"$100,000+",1.0,11.0,CA
Current,0.1229,6.0,9.0,6,Food Service Management,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,22.0,CA
Current,0.0929,6.0,8.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,32.0,GA
Current,0.1509,5.0,8.0,2,Bus Driver,Employed,True,0.0,0.0,5.0,"$25,000-49,999",1.0,33.0,NY
Past Due (1-15 days),0.0799,6.0,9.0,1,Executive,Employed,False,0.0,0.0,0.0,"$100,000+",2.0,21.0,VA
Completed,0.1634,4.0,5.0,1,Teacher,Employed,True,0.0,0.0,5.0,"$50,000-74,999",1.0,6.0,CA
Current,0.1234,6.0,8.0,7,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,2.0,CA
Completed,0.2187,3.0,6.0,1,Professional,Employed,False,1.0,0.0,9.0,"$25,000-49,999",1.0,4.0,CA
Current,0.2224,3.0,3.0,3,Professional,Employed,False,0.0,0.0,11.0,"$25,000-49,999",3.0,56.0,MA
Past Due (61-90 days),0.1479,5.0,6.0,7,Tradesman - Electrician,Employed,False,2.0,0.0,4.0,"$100,000+",1.0,6.0,CT
Chargedoff,0.2187,3.0,3.0,1,Other,Other,False,0.0,0.0,4.0,"$25,000-49,999",1.0,2.0,NC
Current,0.1695,4.0,4.0,1,Skilled Labor,Self-employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,17.0,NY
Current,0.1199,6.0,11.0,7,Sales - Retail,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,17.0,NY
Completed,0.24,3.0,7.0,7,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,35.0,CA
Current,0.2125,3.0,1.0,1,Food Service,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,15.0,CA
Current,0.1196,6.0,8.0,2,Clerical,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,11.0,NY
Current,0.1234,6.0,8.0,1,Professor,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,68.0,MI
Current,0.1386,6.0,8.0,2,Other,Other,False,0.0,0.0,23.0,"$50,000-74,999",1.0,9.0,CO
Current,0.101,6.0,8.0,1,Professional,Employed,False,0.0,0.0,3.0,"$75,000-99,999",4.0,100.0,CA
Current,0.1745,5.0,7.0,1,Postal Service,Employed,True,0.0,0.0,0.0,"$75,000-99,999",3.0,65.0,OH
Completed,0.3204,2.0,1.0,1,Fireman,Employed,True,2.0,2796.0,2.0,"$50,000-74,999",1.0,15.0,CA
Completed,0.2799,2.0,2.0,1,Computer Programmer,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,7.0,TN
Past Due (1-15 days),0.1924,4.0,4.0,1,Other,Not employed,False,0.0,0.0,0.0,Not employed,1.0,6.0,NY
Current,0.13,5.0,11.0,1,Retail Management,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,CA
Current,0.2899,2.0,3.0,1,Other,Other,True,0.0,0.0,0.0,"$50,000-74,999",1.0,13.0,NY
Completed,0.18,1.0,5.0,7,Professional,Full-time,True,0.0,0.0,12.0,"$25,000-49,999",2.0,30.0,MI
Current,0.1199,6.0,7.0,14,Nurse (RN),Employed,True,0.0,0.0,0.0,"$100,000+",1.0,13.0,IL
Defaulted,0.2587,3.0,2.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,GA
Completed,0.1349,5.0,7.0,7,Truck Driver,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,MI
Completed,0.1802,4.0,4.0,3,Sales - Commission,Employed,False,2.0,13391.0,4.0,"$50,000-74,999",2.0,18.0,TX
Completed,0.1599,4.0,8.0,1,Computer Programmer,Full-time,False,0.0,0.0,0.0,"$75,000-99,999",1.0,11.0,CA
Completed,0.2999,2.0,7.0,1,Civil Service,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,3.0,NJ
Current,0.1919,4.0,7.0,6,Teacher,Employed,False,0.0,0.0,4.0,"$50,000-74,999",4.0,93.0,NE
Current,0.3204,2.0,1.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,6.0,CA
Current,0.1029,6.0,9.0,1,Other,Retired,False,0.0,0.0,0.0,"$50,000-74,999",2.0,60.0,MD
Completed,0.0958,5.0,7.0,6,Other,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",2.0,14.0,IL
Current,0.0949,6.0,10.0,2,Computer Programmer,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,15.0,MD
Current,0.1985,3.0,4.0,1,Laborer,Employed,False,0.0,0.0,1.0,"$25,000-49,999",1.0,11.0,KY
Current,0.2219,4.0,8.0,2,Clerical,Employed,False,0.0,0.0,4.0,"$50,000-74,999",3.0,68.0,CA
Chargedoff,0.2343,4.0,4.0,2,Computer Programmer,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,18.0,OH
Current,0.2187,3.0,5.0,7,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,34.0,IL
Chargedoff,0.08,6.0,10.0,1,Computer Programmer,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,5.0,IN
Completed,0.1815,4.0,4.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,11.0,VA
Chargedoff,0.141,6.0,9.0,3,Laborer,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,10.0,WA
Current,0.163,4.0,6.0,1,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",4.0,115.0,CT
Current,0.0799,6.0,8.0,1,Analyst,Employed,True,3.0,2659.0,0.0,"$75,000-99,999",1.0,35.0,FL
Completed,0.1146,5.0,4.0,15,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,10.0,SC
Completed,0.1775,4.0,4.0,1,Professional,Employed,True,0.0,0.0,7.0,"$50,000-74,999",1.0,23.0,TX
Chargedoff,0.173,5.0,6.0,1,Executive,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,7.0,VA
Chargedoff,0.1802,4.0,2.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,7.0,SD
Current,0.125,5.0,10.0,7,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,11.0,AL
